,model_0,model_1,model_2,model_3,model_4,model_5,model_6,model_7,model_8,model_9,model_10,model_11,model_12,model_13,model_14,model_15,model_16,model_17,model_18,model_19
82,5.122202865534588,5.041282508127149,5.399366433654203,5.1004814357738315,5.07597263936119,5.348349167602736,5.082984824911371,5.427213610394861,5.36755169590852,5.280998486085958,5.63524711388638,5.050094317826623,4.917827975398048,4.957215367702938,5.111029404984347,5.287201900332093,5.204458555102985,5.084593790853248,5.319462527105126,5.484244454828053
83,4.321494092599859,4.454621393539996,4.5809162851069,4.193733642067229,4.560181009763334,4.184459824351736,4.379583720442392,4.183355439340228,4.4035287520451565,4.093963334792658,4.534910028381807,4.421840469577146,4.2104227809363355,4.405530151201233,3.939957440694964,4.379227592037186,4.302534099982615,4.216375185428362,4.19558336115827,3.899372266921871
84,6.404255769546287,6.079421138952488,6.1856913369318445,6.260313242801252,6.112464941563488,6.302215395579257,6.261082964414241,6.057250084127562,6.331570896781022,6.146318674012754,6.228509734605449,6.2216296351335405,5.926889670608116,6.2156537188160375,6.397290428938516,6.2476640671108825,6.1828147028934115,5.963306525803867,5.774034582654008,6.060221685860203
85,4.901334796978322,5.063788335437113,5.557057131823582,4.9001210674341,4.806374887716274,4.905036631948939,5.272118208565212,5.207295812585139,4.889291784121551,5.134578354138803,4.35900857897432,4.929456840583548,5.570348432365707,5.180173351814205,4.665049781131154,5.089617835358338,5.0764613497328455,4.245708900339168,5.3981824079865675,5.0624234312855485
86,5.961078847140007,5.981378181597257,5.7288674374904325,5.511841436385854,6.397177894662285,5.714813177274118,5.359742857493938,6.031031766412518,5.9738069504177975,5.826034563586514,5.9249505584915525,5.8265407988347135,6.121988884013481,6.042051359461322,6.413833081185979,6.226435076011519,5.9445376022568155,6.145704028341286,5.768375965083605,6.100057722689815
87,5.287999577966593,5.2537887653424065,5.648312928655324,5.52428584274865,4.996839956807344,5.432610749091747,4.890121439291519,5.071290908907649,5.124957657426394,5.134421829207296,5.079434527813879,5.293114488901184,4.489217294274246,5.511136643226219,5.037094446275326,5.526727485038393,5.234347645427885,5.720729676300005,4.86442905769253,5.316367726998438
88,6.304423032557731,6.047568531301263,6.14621850610704,6.331596017477812,6.088838295873646,6.420185160194398,5.989294061504186,6.314037031717246,6.235206957759656,6.323643493230422,6.217065413196808,6.34506301987831,6.309964614426603,6.153395865291451,6.189879250840414,6.235653629406515,6.471080894848177,6.197014278054499,6.054209813244787,6.2761127644139645
89,4.787435523228925,4.652216120457853,4.879162451776729,4.92145305692263,4.76112050398007,5.017655080762369,5.038222229846309,5.036348402185771,4.783294484149593,4.854657483147136,4.882255549961961,4.695919841794687,4.515626915572884,4.742211575743903,4.923292606908112,4.95007157363651,4.811626717421176,5.141475626631445,4.885984954142943,4.904239977004298
90,5.961920149160322,5.81048893698191,6.026765570805827,5.818722935217163,5.728728899972761,5.53459000607164,5.549597924813793,5.821959737456612,5.622536133419533,5.675715788043406,5.674056939681993,5.4584886474642484,5.944570369370307,6.078813435828867,6.037002357562535,6.056183333498074,5.698106295134908,5.823862986426181,6.130665617317799,5.821850745573014
91,5.145055138399943,5.201683107629831,5.261979274692411,5.141797752358579,5.220371579016258,5.131888957484318,5.890087565636214,5.037837168859921,5.289127143913298,5.023609209629772,4.986424728037955,5.861397521256087,5.227606746424545,5.074284006364792,4.545070378474662,5.449044674816187,5.018024626372119,5.251474917474834,5.547116500557667,5.108924605395879
92,5.654881972281258,5.7352211866874026,5.991059483804152,5.901582188826009,5.895797595782874,5.937776563322677,5.616737807030985,6.1188361304904255,5.7808241738705775,6.272804358113767,6.059525861370304,5.840356104015113,5.908269428606111,5.923836658118272,5.871941253984657,5.9151737669956805,6.050945714867483,6.036150513330316,5.956742250165549,6.339069743873843
93,6.667346491532543,6.367621261496581,6.77448321407875,6.810649879641744,6.334324610914406,6.806543882444062,6.821138009059167,6.591701426012829,6.735272580833868,6.448635580574972,6.669636210868916,6.828930112209466,6.562581359384879,6.493408141193223,6.931217459918749,6.7871139735198325,6.939746810721437,6.381155909602727,6.695325126489294,7.064434663374497
94,8.474951225599774,8.121808016880788,7.733041480506208,8.647798916514164,7.80232861626561,8.395981750828918,7.8169104879349245,7.982422545538638,7.684298234841547,7.8571326578841765,8.364531304848912,7.935395889247166,7.886434532653976,7.567087873068994,7.763781555133714,8.120998457386788,8.099928069318077,8.441169205664403,7.814457604800722,7.7209043327266444
95,6.631466250711901,6.570949660093678,6.536676023625478,6.552719384596214,6.916369606138098,7.143459059345835,6.693048670131606,6.552744172977921,6.832525253201103,6.741151908480246,7.032505808406331,6.555120115329377,6.494608210809136,7.050902600488037,6.4996421260965676,6.773950739505873,6.960723165516807,6.1496336964343286,6.448489059686508,6.8874773165402985
96,6.004410801460281,6.337929928020422,6.048411887945029,5.746834973027486,5.844243666644903,5.880047407367559,5.653971437445384,5.7337835724488055,6.105301710597775,5.82755624538217,6.05668225886674,5.430436806743868,5.825903525664201,6.222705633251333,6.177947840421563,5.645034664561813,5.823423736847559,5.98806856881641,6.059439500821211,6.3081782250195415
97,6.328233061557281,6.171129480257367,6.118090496634096,6.0396152154843445,6.151344361677591,5.7923265899093845,6.065579319560248,6.287350723181819,6.366832684626273,5.8667804303638444,5.778920478644373,6.294379358070994,5.52769954104493,6.070750500406117,6.002889899564835,6.577335917321904,6.011293210749598,6.006682485172808,6.227065805317611,6.243554067358023
98,6.113271693333324,5.773710260000838,5.677377736461441,5.83589411529606,6.036636808086888,5.650245881516881,5.876190020350178,5.72634069891614,5.767651258425182,6.046475401950225,5.8616317369055535,5.968075286658296,5.784173339270788,5.960703314112656,5.535037790499292,5.994616312411022,5.820175473049163,5.978188296244893,5.792774404890156,5.559975217220588
99,4.667836873992474,4.833551296951828,4.769528398823725,4.7180139067721285,4.819394910241593,4.844483621430826,4.760872018391256,4.661289652602715,4.875781987459519,4.941198588423086,4.5855816540785685,4.542306194597991,4.78231486927656,5.0239607538463105,4.8221802494343,5.00097784516878,4.793584015939232,4.837469396286281,4.8650873703184345,4.866433877649998
100,6.419281700448536,5.539023173491318,5.939364755275309,5.708719112742824,6.0428051983124735,6.188996070731787,5.884717250433685,5.841587514013902,5.83864777063342,6.089238054729675,5.591518621846184,5.776881516080817,5.853172651641081,6.149391448821644,5.497277823852349,6.152288119139127,6.155092709672893,6.294995953725502,5.939352537253193,5.958090854433738
101,6.382191569382995,5.921039317328509,5.974453686740991,5.841655979733892,6.044437948659146,6.492878830849564,6.22364385928151,5.918612678974931,6.139733948230493,6.010973546680644,6.210394031808976,5.9970645307092365,6.1598495336263674,5.898179976058112,6.105063066098284,6.294416276376258,5.992061590529367,6.097745064478258,6.140260547287044,6.024994166439196
102,5.864889197592605,5.791962483173837,5.210385706672315,5.522103867850176,5.700613290448462,5.621119661631052,5.658183491219651,5.5736691132759395,5.567018285762002,5.737186909195922,5.844036646665671,5.806791224543444,5.483321597275122,5.6386295358666665,5.8443002005239855,5.504993004267269,5.327592048553935,5.571342247315416,5.687687898358675,5.743606310273931
103,5.870856872748099,5.961218912546381,5.462873214060897,5.780884036675426,5.808367136599809,6.073977242719659,5.769601972900779,5.758487577102441,5.744329976811013,5.81323300517187,5.889079687447086,5.9874006984707275,5.76009877830435,6.031165785505618,5.78071816284689,5.973240941367331,5.594884600733343,5.844991713366768,5.908556476607534,5.770436531772258
104,5.519041832753594,5.518416138113923,5.271893535484086,5.085796482789856,5.065233620663772,5.170070872247964,5.036829235133469,5.335044154200618,5.468288971977453,5.2025511658957875,5.066874638920481,5.182042352408066,5.32165833062944,5.522836426753003,4.657081242273168,5.069700750996118,5.261251168905603,5.144075753192768,5.176841836509647,5.066488620327329
105,5.480999306302122,5.658376942526196,5.62348188191282,5.494286052424062,5.165417804463678,5.752228199350688,5.839774086158099,5.622095756361293,5.532208973993786,5.5388252612957,5.66779311944001,5.751726023417948,5.719281510839543,5.687539573565068,5.525653636008107,5.679546537163521,5.653702714848865,5.449712088276424,5.640724538130326,5.412930041092325
106,5.785395136683515,5.873971049762478,5.702056686839586,5.649646515027437,5.487504086464863,6.34710042057255,5.503209846051092,5.729957215298455,5.518508312380298,5.923137499404042,5.364782283629609,5.282960939255748,5.736140727891344,5.610124013146038,5.793445816518953,5.677792829013026,5.83816432631158,5.177166940415274,5.828023824718581,5.643796804214096
107,5.351170281962469,5.07213591745737,5.2162015374714406,5.280974236335052,5.395100986910724,4.910856124782526,5.318072938945792,5.174595172295898,5.068721586941589,4.989359631852972,5.048954534549418,5.252335160061657,5.169969082630269,5.03800341541866,4.678224817695187,5.226829153861912,5.221006205054183,4.9010629752340416,4.9001041799071015,5.154941062067644
108,6.711771504971171,6.291020487406467,6.260255649778095,6.67468515003603,6.033969753101223,6.198588498984805,6.228798755495154,6.300294351017552,6.383563204651224,5.99131292384741,6.919259190423343,6.855458924340868,6.541806080265513,6.335713932172393,6.18588718247913,6.596694440929745,6.373625283637246,6.630418229347939,6.408114319827491,6.461867282483118
109,6.690320461558599,6.881284440839112,6.512469116159213,5.949584101312231,6.620901859835814,6.351085275812505,5.967273202343278,6.572374795428281,6.614774592208595,6.384828490929733,6.104531186088078,6.4338616832730064,6.578851518815019,6.003791613077064,5.9628423267860935,6.468586279742528,5.937197512141159,6.484029735774449,6.847407134704676,6.308261413950094
110,5.821657067003457,6.284401073851498,6.144509691435568,5.866236466390857,6.112166964151185,6.1762388816229565,6.023817312719945,6.007415422207158,6.24734159088753,6.162770962708363,6.236587441412266,6.188997527656801,6.261773733767582,6.304614288969606,5.94137238875056,6.185290765086686,6.0495465289311365,6.105485549444937,6.10679641497952,6.099818904607984
111,7.296748392186354,7.247878807349428,7.34039684253166,7.263832949501136,7.327831787111765,7.0624281580794435,7.579710331045695,7.683861498148502,7.311574739648927,7.1893365033568,7.074865261770808,7.479952056527245,7.368026137057246,7.294263370483062,7.105984975355487,7.464152450461251,7.473655271741967,7.732457783836235,7.32680607335845,7.449941079780295
112,4.940473032521151,5.022982005540355,5.397092425898327,4.997816200955496,4.501340376007324,5.529814091872863,4.976347339461839,5.302609735840009,4.794337016343778,4.764447761201571,4.9051986554791895,5.10974477895547,4.749505165948442,5.229265570361719,4.758193119417567,5.14607918715317,4.93851414701224,4.78599335767688,4.720363711513148,5.045812668812188
113,5.87211387981329,6.14929700406299,6.092071030121236,5.644650191580332,6.154198292707287,6.09783473791372,6.120926239975379,6.231057443937052,5.895609914264838,5.963828769851197,5.957523397849427,6.384741557673177,6.090437444994503,6.266725662493332,6.18457080905713,5.837433272924944,5.976624674793524,5.980316006114121,6.125347008944699,6.258440784045931
114,6.553837175796815,6.241945424117828,6.469731474262675,6.668017417434218,6.60020790837315,6.689878126625701,6.509892133956667,6.436370250155711,6.618883281623518,6.526284005884324,6.252152402815961,6.558289969246175,6.514204352772117,6.412812402936168,6.5490507646427325,6.254823855599254,6.487656764951343,6.77137605998746,6.367220824645251,6.777171781946155
115,5.44328678052782,5.8573890236162,6.279682838272873,5.642984068957569,5.986320112207277,6.494773914491539,5.584957011645595,5.9174691897124685,5.584793196586917,5.766137243128421,5.72026487677187,5.980769854427745,5.7585144075350865,5.977121711281855,5.7081716255871875,5.7388645245857575,5.958339736023744,5.903737670155261,6.046645991756071,5.954283278144004
116,6.260199912581173,5.8743302164186275,6.194425038920698,6.250210270427989,6.116988419843182,5.908006949909529,6.3959018717202305,5.463703346468561,6.21192678619883,5.921309656273033,5.86297449382339,5.826842300706924,6.125315430001215,5.74478774104318,6.0700254957840505,6.019812891733311,5.889153195803548,5.763811843805921,6.006934415904517,6.08269569789808
117,5.759973952099053,5.8879203008083545,6.122262783192813,5.638034416378892,5.613434663949303,6.066933860326136,5.74004324036325,5.789454066283723,5.917317442892664,5.699639666482366,5.837230939446868,5.858556337313604,5.898076154103746,5.878245428776403,5.808496330330554,5.804100317328841,6.028268045093855,5.735134104186114,5.864909065824461,5.7850420882428075
118,5.06151897325735,5.183273800896661,5.152200770115093,5.157069277506679,5.222401199498853,5.434743652728662,5.133515487591544,4.989697786961954,5.1804343618531545,5.094838488422556,5.250746653262151,5.0046590792458865,5.170277883059844,4.873476310675542,5.085940849353921,5.176661227944701,5.261615577416364,5.581174928199791,5.227339267824213,5.449705068176596
119,6.853921300935962,6.624921802504145,6.493659611617499,6.513594877507513,6.53185191907813,6.454369951174579,6.621734589322889,6.422509936490203,6.567913184409849,6.5073857606344045,6.312980971690618,6.559521121888876,6.588869006487657,6.236152586215459,6.436460357771453,6.549429110851026,6.491276102559296,6.318406733524482,6.1756403939152325,6.542008497309697
120,5.054396875769047,5.3538953781377305,5.392918863908241,5.1311062105010965,5.148551726245296,5.237233376674025,5.101142878290538,5.0091942288099585,5.196826148323893,5.277432324346634,4.912041546154147,5.254564914200916,5.24766423788741,5.289003820610198,4.89812659710084,5.356610672392469,4.959267564484694,5.143281334374937,5.1268882087621925,5.198704154326781
121,6.202122039529157,5.909548293237441,5.955541080481476,6.043796232041866,6.051979534026219,6.20600047263301,6.274455468259271,6.150897456163946,6.0815313406658245,6.217684067592947,6.183345948947964,6.057271006722493,6.303216121083159,6.067827844189852,5.894770601187169,6.093450438503405,6.018453704353434,5.77824480234154,5.944756392800788,6.096992718216159
122,5.898652812264023,5.882749998584194,5.823218304500477,5.777970836030747,5.936914712577877,5.945808258100769,5.793977766891084,5.591371082841228,5.99113585883515,5.880671602965962,5.821536466194505,5.685677288078859,5.6985618479380715,5.762508982476515,5.583453957007448,5.790453195966631,5.695529846110618,5.654091636979491,5.888932830903036,5.659265757361476
123,5.788574414220367,5.766796740858885,5.977815688426549,5.731767013248557,5.850199654067037,6.293812673516477,5.890331787548795,5.9580482642417145,5.966141971913393,5.673093924443071,6.197132667853925,6.011069460312939,6.086810107125168,5.71747293081212,5.931904460879741,6.010600111625957,5.871289501791919,6.040158670891929,5.34763840712447,6.066094606240501
124,6.325031163784977,6.361267444554878,6.319605505370704,5.708281817911072,6.26809625052072,6.438633122407275,6.3669193896875,6.058200352283956,6.265163170572221,6.290118968840112,5.913304440139271,6.344507033094739,6.392971795728485,6.1269159073261985,5.8145765393096775,6.248382277674081,6.594361356623661,6.483054165317633,6.078011519770483,6.354202377338702
125,5.502155878775028,5.1925325245981195,5.481561033146757,5.371879248582295,5.324335102738204,5.358161046395205,5.031446591598117,5.618147453619589,5.515885374632933,5.946044344042191,5.64343785682005,5.200134639066485,5.118022330967788,5.641688265903692,5.501346395945315,5.567353964787226,5.372190694749037,5.592421874836186,5.698219582670429,5.553521023384871
126,6.3068558647921815,5.9743997640337225,5.933560728971884,6.258543273392213,6.307665437498427,6.286506648031255,6.314545056532198,6.353230820437645,6.246513465769949,6.032664014996114,6.3055118613234225,6.628835306808144,6.379263710748848,5.859487632532787,6.374397133446919,6.11940185985644,6.058795936215505,6.422557367209411,6.553747717523354,5.9812742645023445
127,6.588199593387664,6.472786028639353,6.563974059320177,6.4876026583251605,6.345882390393269,6.6153628550095185,6.146327829589225,6.421124971751748,6.48907889646304,6.241051549967848,6.4383544847120495,6.497500094391763,6.2549750988701796,6.547098111687992,6.2818248226294,6.397868815143428,6.683421857734292,6.460756285166731,6.349371132111036,6.297574788435733
128,6.304177486904246,6.307087708252496,6.380932430373246,6.5764627535769264,6.2535707247656385,6.462477368137167,6.528154054728763,6.436846832615031,6.343283465861592,6.4127824571805485,6.597827013256403,6.582222936789856,6.236409358225104,6.378823686771296,6.7069131088439615,6.526910108810345,6.389301768712551,6.8614818962035535,6.411447256860447,6.4974311036240975
129,7.072064438475575,7.025743496830362,7.004478648502596,6.662287131249383,6.974722134231486,7.178308597639925,7.070442617961861,6.80279849620721,6.934908681965272,6.85166877620615,6.940519946948919,6.9326714079134675,7.137143853705696,6.829580605013416,6.469958039961274,7.408683803152509,7.086245404520001,6.957642142146744,7.1178745117481945,6.969329407429036
130,5.915089692330882,6.313378171597945,6.172745144064436,6.397731321937473,6.104325996058408,5.729437560814624,5.910304077137108,5.717183572378183,5.746040270688754,5.852432518140081,5.995060756905698,6.103645367325909,5.728197632220038,5.725756419523069,5.991972761131505,6.146701747794808,6.492582470153009,6.497876811063405,6.151496937444728,5.877289021018068
131,6.845910089353186,6.591485038158793,6.727564878593316,6.434347867933527,6.728907409188071,6.841093856418827,7.135527530551526,6.869995643302223,6.651286951158737,6.410596609055396,6.444370985135034,6.5854806029556014,7.082771089565146,6.841212949565881,6.448422928122873,6.657856336214239,6.799092841937927,6.803420901145715,6.566653482283655,6.979900448430004
132,7.016197987335742,6.955814303436669,6.967113033939471,7.188657857355961,6.656895416027229,6.894357997118698,7.1879520095964935,7.012616011452085,7.315163602971262,6.932020020607377,7.277569768432031,7.041236433969188,6.869451162550337,7.139668433945341,6.922673206483233,6.990906939939155,7.017942738445068,6.805707002440858,7.204964147637926,7.2678584970644025
133,5.972929617819568,6.242240226744736,6.18865789426856,6.299553679094774,5.937571873603544,6.357562209865047,6.193576960394706,6.060349799291799,6.29481784131478,6.329940009416992,6.500012116150556,6.044493984568678,6.327186780910123,6.320211519806609,6.498165137236852,6.137128825402652,5.997152394348814,6.809796433627106,6.002121253611678,6.1806242888601455
134,7.203447973281718,6.639389179802533,7.0872943462878055,7.093972841258104,7.0563386322286545,6.663516962397886,6.7838674046375855,6.88743049096726,6.814121616257247,6.962965284115962,7.090369915610804,7.07334967060333,7.3024286614190554,7.007634825942318,7.003870489575791,6.973171263495914,6.685804244941099,7.242705838246382,6.73779976096799,7.028402121650945
135,6.963140377717046,7.336413074467377,7.205973555903858,7.231199985616332,7.310606567508102,7.396740484388191,7.3704060519254,7.3305742154455675,7.120611083464272,7.168859652750813,7.220005432563839,7.470300117363955,7.1252273561641175,7.3476143550987265,7.3274552910246324,7.463140415346228,6.930532917469462,7.438239297654627,7.284599492475511,7.497147875961566
136,6.133270414915769,6.179072460264003,6.1710123712191365,6.434711634435602,6.201224150803849,5.79196365249379,6.243037740612973,5.829883831657284,6.3061397460374,6.081864305927641,6.05499189380651,5.854796630304665,5.988056782241019,6.155036021684115,6.231777036996965,5.861659266313161,5.792594670816094,6.0911785796350735,5.689149023972795,5.852328644411525
137,7.449612836146041,7.5336872625597735,7.633567845568736,7.394889251459173,7.26026211761179,7.08889084788381,7.391585511702363,7.338442443367352,7.4410144969796015,7.625410938550382,7.196930579215026,7.209066100592148,7.469476366677375,7.809755668852834,7.084991428155487,7.712544442864845,7.332378180235164,7.363637664803479,7.36086899756079,7.501836799486041
138,7.445126229908642,7.315504608920746,7.396655249102214,7.100197795504922,7.276983955109429,7.321105869734483,7.750608811220408,7.252914848088951,7.479496242897305,7.654274922118288,7.4059362147278875,7.71381594429665,7.283965611266826,7.266261625426623,7.640501897287798,7.022855002008628,6.831178799823164,7.165688388137827,7.329920368784663,7.178720616830907
139,6.562408783281304,6.55051941483144,6.893695280975575,6.582265762077517,6.900618681278745,7.015895619466157,6.714745128008576,6.480129085186259,6.3798820826074785,6.633999686492315,6.408611185563113,6.764575553751501,6.697326970308449,6.8034691789383945,5.8794088829794475,6.751641015976379,6.643736328830576,6.354132708495505,6.489462781786434,6.897444011895648
140,5.931043718209227,5.4174918297209835,5.438300977804468,6.076893563485577,5.736570474797395,5.876557933874793,5.949411595682621,5.853624815766828,5.755395351750787,5.551358400476561,5.788101185774995,5.647616513698113,6.140509067196043,5.789421760520878,5.481548234120413,5.907038717820875,6.1766701977743175,6.036953688653444,5.960394393400639,5.662275560343156
141,5.782330517176701,5.632723243526877,5.873903125122713,5.738980856877156,5.653808142859432,5.924493933155258,5.534261124675619,5.853074394298801,5.808342851596516,6.012119615387041,5.568060192372991,6.050865173385034,5.428927915725934,5.903222642892293,5.891625808738328,6.066198127674703,5.963783232051046,5.56747890561099,5.702451387050761,5.6846262916129255
142,6.2725497845012015,6.63959357212269,6.329700036056835,6.4484953519806325,6.827101652681158,5.97696612063039,6.260441343200828,6.476349744785372,6.336428156861232,6.256791369033697,6.043006504514112,6.368326910572066,6.1873087526477635,5.726321425573112,5.613088255855136,6.4414288157887984,6.291362008109976,6.157719731246289,6.384815416498579,6.210781102936332
143,5.884090395354389,5.745093202907821,6.229873594041312,6.054430056458013,5.796305624663207,6.226879447040771,6.313607399418851,6.086797896358492,5.699154436643934,5.991088587343688,6.048417711092501,6.057824385105581,5.893582463539959,6.082366053771043,6.1523362791314025,5.974698859074,6.206469698315237,5.901681204855564,6.20005309008155,6.0022991159211205
144,6.515423055323163,6.344486986200159,6.278445587857124,6.143546265364092,6.188316602411971,6.523535639991076,5.9356840694050605,6.436767411408148,6.619999436069936,6.763515498897114,6.399272390350413,6.001815229970314,6.332772075928939,6.373080624078967,6.405081885932666,6.589910406324613,6.922147364530136,6.468213644507315,6.179480359878221,6.379681099264376
145,6.90088036534479,6.550193111292302,6.6865283919211445,6.738675761428268,6.389704812473651,6.80545151561557,6.866412767650254,6.5742519812330835,7.171633650052378,6.804929522109445,7.071141283098342,6.6723054980585115,6.763964218242978,6.973936751737652,6.505598444903605,6.732039826433088,6.315896928067591,6.758777830294688,6.900322760487716,6.842951623299309
146,6.601437338852923,6.371981126975278,6.358985840039539,6.4547291375501645,6.330717728019925,5.77996689467334,6.01689267289259,6.922384475249099,6.489078452785023,6.731866642056369,6.512095757749847,6.427974929483706,6.3769152229440955,5.94907474247459,6.1849741870240535,6.654739536156921,6.403970204720055,6.388174139430961,6.354172776784623,6.641995927330083
147,6.789363642418264,6.588697865005338,6.580195331344582,6.566535232044968,6.472904516550518,6.622500930167749,6.2937864894695625,6.425581779260773,6.671148199402614,6.630741547566837,6.668644971828492,6.5777235350524705,6.522358432286184,6.434332024621386,6.195620164838815,6.35930473699676,6.493481756312658,6.516968023972439,6.5896580256033115,6.573033541468067
148,6.222718161588924,5.989780195515021,6.022660428246182,5.946082934292088,6.338419694766714,6.088979043435839,5.88530901788854,6.247872496603515,6.13640625561479,6.173476437354953,6.577879600185139,6.54651275661057,5.827783064228859,6.353969331290704,6.013569046384132,6.208450537487081,6.285034163869305,6.198912905287779,6.172521393574183,6.2678682551463645
149,6.249871309602622,6.085740749685639,6.142276829717261,6.076084684953598,6.217548283948249,6.381476402359632,6.098848299905837,6.018906424822223,6.082434228434378,5.8123115307719875,6.482409862522261,6.096389164901064,6.118635030058889,6.437359763547601,6.188138028823053,6.461810452766375,6.329730142928083,6.2600489968367405,6.25023966417663,6.173876479700346
150,7.53561568957542,7.77967311170816,7.673194253913154,7.57148882880601,7.545486552204672,7.3844562788870665,7.706035801731457,7.384741953355561,7.599969456253335,7.963766892538416,7.505713649022944,7.612996354007137,7.724461786868876,7.321360981726057,7.042186964602717,7.4081875560775,7.759470422622631,7.469645158533263,7.6944261045460145,7.79029828085501
151,7.008603982187884,6.747016696063717,6.689407580606074,7.030619549537118,6.804377247273335,6.338518669245715,6.955257000388698,6.891362748095773,6.979150910894794,6.8281266655339525,6.359679776429225,6.757403679185448,6.642417439784917,6.586467235416521,6.6837369956803565,6.542063322933665,6.711167931505509,7.01211009107441,7.037186236897538,7.0058840970689005
152,7.24783102288538,7.436925390515569,7.597155627508526,7.092170952925715,7.123245797546827,7.284648250326306,6.922885555365085,6.842940032477939,6.899782249454503,6.894458603869282,7.052468666225764,7.149255510683892,6.776853351650546,6.846351812094895,6.814044344532887,7.262750063337479,6.683243902747604,6.550444661078563,7.183879130506325,6.786773178159226
153,6.603017454384501,6.5383284060517095,6.216921975890091,6.543552765282908,6.529493180802272,6.5605748350725435,6.673271206048257,6.790095211175208,6.2798371081343305,6.402881486771632,6.59112231900656,6.82392078840873,6.613332126244656,6.269449917107343,6.456798721753933,6.52074733684486,6.415294315434599,6.51847778408149,6.210342131314564,6.346794882854305
154,6.448922682496128,6.365869542360514,6.53254228262639,6.6725598779366155,6.692390958413621,6.438547138761667,6.557378807203193,6.447761489478269,6.717530037845329,6.522436821141195,6.605817017871118,6.623862293266168,6.151430794708025,6.6656382577674105,6.7895702085112255,6.349900444617097,6.561929741897464,6.301177874650291,6.442458928486285,6.681367102110396
155,7.254742055092148,7.007434462240171,7.301510402150443,7.46278017474668,7.194140648470149,7.35737934774836,7.251885346845535,7.037100349395622,7.001019311918137,7.097130683531153,7.018029685398835,7.353729046805247,7.567448151170141,7.27935854532107,7.478767680051986,7.363171437303535,6.934116492214583,7.0864688669229565,7.469473464334426,7.10625326238957
156,4.8313784495632275,5.233798478433146,5.0639550899319925,5.308582219806462,5.1563900591328355,5.4968831213595015,5.283972647461851,5.4936688063969825,5.617002828607657,5.245881188295105,5.634586655458197,5.326981679195997,5.479009860823645,5.259467832825546,5.299586328464658,4.903039716903701,5.124662003058239,5.171346786343749,5.15406106680821,5.115865657321846
157,6.47740281997973,6.63619558819892,6.808837839107921,6.58102838531808,6.359342249138935,6.401112696420204,6.700601323185765,6.401555969815682,6.3911684555380175,6.406226135963024,6.480361217067531,6.485210526514993,6.77886730933587,6.574622179085718,6.382677070569701,6.4732764228836865,6.4734054259083695,6.610778596417479,6.469435356061941,6.634231256291039
158,7.5016685506041085,7.4174397545116255,7.2679584688233945,7.34017004929192,7.057924258126755,7.065090377786508,7.376526025902067,7.083239264049656,7.350226004144174,7.023958857006113,7.149016342214987,7.183851625577508,6.819415326138066,7.1850723878171046,7.040549821106344,7.09468875298336,7.042381190662423,6.926000791812761,7.26569940692275,7.305183793041323
159,6.7252893891114605,6.48927269366744,6.484908893275614,6.270926389982401,6.364113038740522,6.4895523324283815,6.5348892044703675,6.579497538492651,6.299673907610325,6.283326157198495,6.44322641189374,6.286350959728501,6.4446761620688955,6.567341160093525,6.378872884023115,6.523465634284098,6.48351457354729,6.597174593661182,6.17221097650476,6.497421633321434
160,6.270421369044157,6.115355021425875,6.123670164916357,6.125280641799133,6.091055697451071,6.291570919734937,6.119376654844265,6.276348712225122,6.168993016852211,6.065707975925564,6.183712705486185,6.318225136977576,6.115981403741522,6.145672358014243,5.894632781378323,6.08984771415237,6.18712773490955,6.2089708117277915,6.238650095555451,6.280122186792575
161,6.740609706317647,6.592647396464686,6.800897130640935,6.5810329130108665,6.773551601338862,6.818103988318262,6.8483673685859365,6.805631399412703,6.769608079354866,6.545819930856688,6.453835693897987,6.654077905764646,6.947039214489201,6.347523812028738,6.553532218940012,6.791791654722692,6.460058372543083,6.631732335064106,6.763401291312105,6.681935713742234
162,6.185852025149174,5.950994295702764,6.3763956565452995,6.191843711148312,6.229974016771264,6.305556632342551,6.287503030597597,6.50516203334281,6.291514951664181,6.2098418365044585,6.178627544842273,6.084321738116332,6.002985658307221,6.199265589577293,6.16122048038549,6.018595583201937,6.1184279851312375,6.227704663631702,6.190896449389038,6.6275674802522015
163,6.547826991100587,6.489510590123803,6.73560868646398,6.7046586346028345,6.8089493323303545,6.434632606079653,6.390165605494268,6.565576232805939,6.739286158886628,6.406136228372835,6.348840476939356,6.382667330871019,6.713555396952415,6.624526677861338,6.61453666814881,6.593441260092126,6.60766647635626,6.925052295587153,6.68540997019786,6.559383667987676
164,7.905546460312386,7.831271869348647,7.858482955846826,7.61027134588535,7.341129957600437,7.728800641116566,7.351056446943262,7.763246210527678,7.753404249919093,7.690377357239019,7.624268751953329,7.801658217833609,8.314773288670349,7.665358600290152,7.47639615087983,7.664024599402071,7.578725891767762,7.413713027036861,7.221391477140637,7.8015174321464755
165,5.1358829958222865,5.31839867143641,5.635252928768862,5.435548276776407,5.461615691946625,5.497986783498215,5.418933416321197,5.576915994650276,5.568923084722835,5.542983155121233,5.433089451486394,5.582968664626696,5.616470386266245,5.289910095706827,5.711537940168858,5.259626433129251,5.4815787711645925,5.327031763093346,5.612784978995387,5.622118174669432
